,title,href,time,pay
53,因为热爱，因为篮球——物理学院2020级本科六班参加学院年级篮球赛,/2022/0823/c2314a565652/page.htm,2022/0823,50
54,物理学院2020级本科五班参加学院年级篮球赛,/2022/0823/c2314a565651/page.htm,2022/0823,30
55,物理学院2020级本科三班参加学院年级篮球赛,/2022/0823/c2314a565650/page.htm,2022/0823,30
56,物理学院2020级本科二班参加学院年级篮球赛,/2022/0823/c2314a565649/page.htm,2022/0823,30
57,热血征战球场，青春激情飞扬——物理学院2020级本科一班参加学院年级篮球赛,/2022/0823/c2314a565648/page.htm,2022/0823,30
58,2022年春季物理学院篮球赛圆满结赛,/2022/0823/c2314a565647/page.htm,2022/0823,30
59,珍爱生命，远离毒品——物理学院2021级本科一班举办禁毒宣传班会,/2022/0823/c2314a565646/page.htm,2022/0823,50
60,共建和谐班集体——记物理学院2021级本科六班五一团建活动,/2022/0823/c2314a565645/page.htm,2022/0823,30
61,物理学院首届“科南杯”所系结合足球赛成功举办,/2022/0823/c2314a565644/page.htm,2022/0823,30
62,物理学院2021级本科四班举行“喜迎二十大”教育实践活动,/2022/0823/c2314a565643/page.htm,2022/0823,30
63,物理学院举办“春风十里，植树有你”植树节劳动教育主题团日活动,/2022/0823/c2314a565642/page.htm,2022/0823,30
64,待到园花张锦，春燕衔泥——2021级物理学院成功举办“翡翠湖义务植草活动”,/2022/0823/c2314a565641/page.htm,2022/0823,30
65,春风得意马蹄疾，一日看尽长安花，今朝放荡思无涯——记2021级物理学院春游,/2022/0823/c2314a565640/page.htm,2022/0823,50
66,物理学院研究生会举办第三十一期Student Seminar学术沙龙,/2022/0616/c2314a559711/page.htm,2022/0616,70
67,物理学院召开第十一届学术年会工作总结会,/2022/0616/c2314a559710/page.htm,2022/0616,50
68,物理学院第十一届研究生学术年会成功举办,/2022/0616/c2314a559708/page.htm,2022/0616,30
69,物理学院研究生会秋季学期工作总结会成功召开,/2022/0616/c2314a559706/page.htm,2022/0616,30
70,新一代追光人——物理学院2020级本科1班开展教育实践活动,/2022/0616/c2314a559705/page.htm,2022/0616,30
71,物理学院2020级本科1班举办防电信网络诈骗宣传班会,/2022/0616/c2314a559704/page.htm,2022/0616,70
72,关注心灵，健康成长——物理学院2020级本科1班举行心理健康主题班会,/2022/0616/c2314a559703/page.htm,2022/0616,30
