,title,href,time,pay
54,工程科学学院精密机械与精密仪器系2021级硕士2班举行禁毒教育主题班会,/2022/0629/c2314a561179/page.htm,2022/0629,30
55,工程科学学院热科学和能源工程系2019级本科班召开禁毒宣传主题班会,/2022/0629/c2314a561177/page.htm,2022/0629,50
56,安全常驻于心 和谐与我同行 ——工程科学学院2021级本科5班安全教育主题班会活动,/2022/0629/c2314a561176/page.htm,2022/0629,30
57,生活百态，一睹风采——工程科学学院2021级本科5班查寝活动,/2022/0629/c2314a561173/page.htm,2022/0629,30
58,用欢笑拥抱你我——工程科学学院2021级本科4班、5班开展联谊观影主题团日活动,/2022/0629/c2314a561163/page.htm,2022/0629,30
59,“喜迎二十大，永远跟党走”——工程科学学院2020级本科1班举行班会暨主题团课活动,/2022/0622/c2314a560515/page.htm,2022/0622,50
60,工程科学学院热科学和能源工程系2019级本科班举行禁毒宣传主题班会,/2022/0620/c2314a560231/page.htm,2022/0620,30
61,“与师俱进”，拼搏向前——工程科学学院2020级本科1班何佳祺同学在“喜迎二十大”第一届校园师生接力赛中荣获佳绩,/2022/0614/c2314a558212/page.htm,2022/0614,50
62,工程科学学院男子足球队勇夺中国科大“冠军杯”足球赛冠军,/2022/0609/c2314a557857/page.htm,2022/0609,30
63,工程科学学院2020级本科3班召开诚信教育主题班会和心理健康教育活动,/2022/0602/c2314a557075/page.htm,2022/0602,30
64, 诚以养德 信以立身——工程科学学院2021级本科1班召开诚信教育主题班会,/2022/0601/c2314a556874/page.htm,2022/0601,50
65,工程科学学院2021级本科一班举办第二期“我的大神同学”系列讲座,/2022/0601/c2314a556873/page.htm,2022/0601,30
66,树诚信准则，养阳光心理——工程科学学院2020级本科1班举行资助诚信暨心理健康主题班会,/2022/0527/c2314a556376/page.htm,2022/0527,30
